speaker,seconds,rec.date,prompt,label,TT.displacement.sm,TT.velocity,TT.velocity.abs,TD.displacement.sm,TD.velocity,TD.velocity.abs,fan,X,Y,word,language,item,ipa,c1,c1phonation,vowel,anteropost,height,c2,c2phonation,c2place
it05,0,11/06/2017 16:47:37,Dico pata lentamente,max_TT,65.2863,16.5138,16.4833,62.9114,17.6554,16.6292,1,31.2981,10.6696,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:48:39,Dico paca lentamente,max_TD,64.4272,23.9906,23.8247,69.8976,-3.1757,2.0447,1,29.1055,3.7525,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:49:56,Dico pata lentamente,max_TT,65.2082,21.6408,21.6217,62.9914,5.3892,4.2114,1,30.8144,9.1436,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:50:18,Dico paca lentamente,max_TD,64.3374,23.6435,23.386,70.5446,-2.9087,1.5125,1,29.3909,4.6528,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:51:37,Dico paca lentamente,max_TD,63.6524,24.9634,24.3654,70.9771,-2.7447,1.6422,1,29.1099,3.7664,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:53:04,Dico paca lentamente,max_TD,62.3073,26.1984,26.1497,69.7491,-2.3289,1.4229,1,29.0299,3.514,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:54:25,Dico paca lentamente,max_TD,61.3806,24.4198,24.1795,71.3485,-3.6335,2.3575,1,29.3076,4.39,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:55:46,Dico paca lentamente,max_TD,63.0153,22.3103,22.357,70.4399,-3.9425,2.5101,1,29.2316,4.1501,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:47:37,Dico pata lentamente,max_TT,65.2863,16.5138,16.4833,62.9114,17.6554,16.6292,2,29.237,10.8586,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:48:39,Dico paca lentamente,max_TD,64.4272,23.9906,23.8247,69.8976,-3.1757,2.0447,2,27.551,4.9199,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:49:56,Dico pata lentamente,max_TT,65.2082,21.6408,21.6217,62.9914,5.3892,4.2114,2,28.9123,9.715,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:50:18,Dico paca lentamente,max_TD,64.3374,23.6435,23.386,70.5446,-2.9087,1.5125,2,27.7125,5.4889,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:51:37,Dico paca lentamente,max_TD,63.6524,24.9634,24.3654,70.9771,-2.7447,1.6422,2,27.4949,4.7226,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:53:04,Dico paca lentamente,max_TD,62.3073,26.1984,26.1497,69.7491,-2.3289,1.4229,2,27.3655,4.2668,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:54:25,Dico paca lentamente,max_TD,61.3806,24.4198,24.1795,71.3485,-3.6335,2.3575,2,27.5044,4.7558,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:55:46,Dico paca lentamente,max_TD,63.0153,22.3103,22.357,70.4399,-3.9425,2.5101,2,27.5217,4.8168,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:47:37,Dico pata lentamente,max_TT,65.2863,16.5138,16.4833,62.9114,17.6554,16.6292,3,27.2122,11.0944,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:48:39,Dico paca lentamente,max_TD,64.4272,23.9906,23.8247,69.8976,-3.1757,2.0447,3,25.8933,5.8486,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:49:56,Dico pata lentamente,max_TT,65.2082,21.6408,21.6217,62.9914,5.3892,4.2114,3,26.9943,10.2275,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:50:18,Dico paca lentamente,max_TD,64.3374,23.6435,23.386,70.5446,-2.9087,1.5125,3,26.0424,6.4417,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:51:37,Dico paca lentamente,max_TD,63.6524,24.9634,24.3654,70.9771,-2.7447,1.6422,3,25.8442,5.6532,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:53:04,Dico paca lentamente,max_TD,62.3073,26.1984,26.1497,69.7491,-2.3289,1.4229,3,25.7192,5.156,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:54:25,Dico paca lentamente,max_TD,61.3806,24.4198,24.1795,71.3485,-3.6335,2.3575,3,25.7159,5.1427,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:55:46,Dico paca lentamente,max_TD,63.0153,22.3103,22.357,70.4399,-3.9425,2.5101,3,25.7939,5.4531,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:47:37,Dico pata lentamente,max_TT,65.2863,16.5138,16.4833,62.9114,17.6554,16.6292,4,25.114,10.9236,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:48:39,Dico paca lentamente,max_TD,64.4272,23.9906,23.8247,69.8976,-3.1757,2.0447,4,24.269,7.0725,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:49:56,Dico pata lentamente,max_TT,65.2082,21.6408,21.6217,62.9914,5.3892,4.2114,4,25.0552,10.6555,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:50:18,Dico paca lentamente,max_TD,64.3374,23.6435,23.386,70.5446,-2.9087,1.5125,4,24.3803,7.5795,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:51:37,Dico paca lentamente,max_TD,63.6524,24.9634,24.3654,70.9771,-2.7447,1.6422,4,24.2487,6.9799,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:53:04,Dico paca lentamente,max_TD,62.3073,26.1984,26.1497,69.7491,-2.3289,1.4229,4,24.0576,6.1089,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:54:25,Dico paca lentamente,max_TD,61.3806,24.4198,24.1795,71.3485,-3.6335,2.3575,4,23.95,5.6184,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:55:46,Dico paca lentamente,max_TD,63.0153,22.3103,22.357,70.4399,-3.9425,2.5101,4,24.0967,6.2871,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:47:37,Dico pata lentamente,max_TT,65.2863,16.5138,16.4833,62.9114,17.6554,16.6292,5,23.1284,11.1501,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:48:39,Dico paca lentamente,max_TD,64.4272,23.9906,23.8247,69.8976,-3.1757,2.0447,5,22.6276,8.4835,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:49:56,Dico pata lentamente,max_TT,65.2082,21.6408,21.6217,62.9914,5.3892,4.2114,5,23.0814,10.8998,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:50:18,Dico paca lentamente,max_TD,64.3374,23.6435,23.386,70.5446,-2.9087,1.5125,5,22.6516,8.6113,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:51:37,Dico paca lentamente,max_TD,63.6524,24.9634,24.3654,70.9771,-2.7447,1.6422,5,22.5722,8.1886,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:53:04,Dico paca lentamente,max_TD,62.3073,26.1984,26.1497,69.7491,-2.3289,1.4229,5,22.3405,6.9547,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:54:25,Dico paca lentamente,max_TD,61.3806,24.4198,24.1795,71.3485,-3.6335,2.3575,5,22.1876,6.1407,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:55:46,Dico paca lentamente,max_TD,63.0153,22.3103,22.357,70.4399,-3.9425,2.5101,5,22.3887,7.2118,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:47:37,Dico pata lentamente,max_TT,65.2863,16.5138,16.4833,62.9114,17.6554,16.6292,6,21.1498,11.3648,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:48:39,Dico paca lentamente,max_TD,64.4272,23.9906,23.8247,69.8976,-3.1757,2.0447,6,20.8823,9.6561,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:49:56,Dico pata lentamente,max_TT,65.2082,21.6408,21.6217,62.9914,5.3892,4.2114,6,21.1113,11.1188,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:50:18,Dico paca lentamente,max_TD,64.3374,23.6435,23.386,70.5446,-2.9087,1.5125,6,20.8826,9.6585,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:51:37,Dico paca lentamente,max_TD,63.6524,24.9634,24.3654,70.9771,-2.7447,1.6422,6,20.7884,9.0564,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:53:04,Dico paca lentamente,max_TD,62.3073,26.1984,26.1497,69.7491,-2.3289,1.4229,6,20.5998,7.8519,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:54:25,Dico paca lentamente,max_TD,61.3806,24.4198,24.1795,71.3485,-3.6335,2.3575,6,20.4461,6.8703,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:55:46,Dico paca lentamente,max_TD,63.0153,22.3103,22.357,70.4399,-3.9425,2.5101,6,20.6649,8.2681,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:47:37,Dico pata lentamente,max_TT,65.2863,16.5138,16.4833,62.9114,17.6554,16.6292,7,19.1773,11.5819,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:48:39,Dico paca lentamente,max_TD,64.4272,23.9906,23.8247,69.8976,-3.1757,2.0447,7,19.0481,10.5537,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:49:56,Dico pata lentamente,max_TT,65.2082,21.6408,21.6217,62.9914,5.3892,4.2114,7,19.1538,11.395,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:50:18,Dico paca lentamente,max_TD,64.3374,23.6435,23.386,70.5446,-2.9087,1.5125,7,19.0546,10.6052,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:51:37,Dico paca lentamente,max_TD,63.6524,24.9634,24.3654,70.9771,-2.7447,1.6422,7,18.9732,9.958,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:53:04,Dico paca lentamente,max_TD,62.3073,26.1984,26.1497,69.7491,-2.3289,1.4229,7,18.8062,8.6287,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:54:25,Dico paca lentamente,max_TD,61.3806,24.4198,24.1795,71.3485,-3.6335,2.3575,7,18.6861,7.6731,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:55:46,Dico paca lentamente,max_TD,63.0153,22.3103,22.357,70.4399,-3.9425,2.5101,7,18.8858,9.262,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:47:37,Dico pata lentamente,max_TT,65.2863,16.5138,16.4833,62.9114,17.6554,16.6292,8,17.1967,11.6877,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:48:39,Dico paca lentamente,max_TD,64.4272,23.9906,23.8247,69.8976,-3.1757,2.0447,8,17.1626,11.3289,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:49:56,Dico pata lentamente,max_TT,65.2082,21.6408,21.6217,62.9914,5.3892,4.2114,8,17.1897,11.6139,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:50:18,Dico paca lentamente,max_TD,64.3374,23.6435,23.386,70.5446,-2.9087,1.5125,8,17.1688,11.3941,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:51:37,Dico paca lentamente,max_TD,63.6524,24.9634,24.3654,70.9771,-2.7447,1.6422,8,17.1062,10.735,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:53:04,Dico paca lentamente,max_TD,62.3073,26.1984,26.1497,69.7491,-2.3289,1.4229,8,16.9586,9.1808,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:54:25,Dico paca lentamente,max_TD,61.3806,24.4198,24.1795,71.3485,-3.6335,2.3575,8,16.9047,8.6123,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:55:46,Dico paca lentamente,max_TD,63.0153,22.3103,22.357,70.4399,-3.9425,2.5101,8,17.0625,10.2747,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:47:37,Dico pata lentamente,max_TT,65.2863,16.5138,16.4833,62.9114,17.6554,16.6292,9,15.2233,11.8387,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:48:39,Dico paca lentamente,max_TD,64.4272,23.9906,23.8247,69.8976,-3.1757,2.0447,9,15.2269,11.8934,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:49:56,Dico pata lentamente,max_TT,65.2082,21.6408,21.6217,62.9914,5.3892,4.2114,9,15.2229,11.8327,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:50:18,Dico paca lentamente,max_TD,64.3374,23.6435,23.386,70.5446,-2.9087,1.5125,9,15.2424,12.1355,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:51:37,Dico paca lentamente,max_TD,63.6524,24.9634,24.3654,70.9771,-2.7447,1.6422,9,15.1974,11.436,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:53:04,Dico paca lentamente,max_TD,62.3073,26.1984,26.1497,69.7491,-2.3289,1.4229,9,15.1078,10.0451,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:54:25,Dico paca lentamente,max_TD,61.3806,24.4198,24.1795,71.3485,-3.6335,2.3575,9,15.0755,9.5441,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:55:46,Dico paca lentamente,max_TD,63.0153,22.3103,22.357,70.4399,-3.9425,2.5101,9,15.1745,11.0812,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:47:37,Dico pata lentamente,max_TT,65.2863,16.5138,16.4833,62.9114,17.6554,16.6292,10,13.2494,12.0147,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:48:39,Dico paca lentamente,max_TD,64.4272,23.9906,23.8247,69.8976,-3.1757,2.0447,10,13.2702,12.6275,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:49:56,Dico pata lentamente,max_TT,65.2082,21.6408,21.6217,62.9914,5.3892,4.2114,10,13.2517,12.0842,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:50:18,Dico paca lentamente,max_TD,64.3374,23.6435,23.386,70.5446,-2.9087,1.5125,10,13.2868,13.1148,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:51:37,Dico paca lentamente,max_TD,63.6524,24.9634,24.3654,70.9771,-2.7447,1.6422,10,13.2533,12.1303,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:53:04,Dico paca lentamente,max_TD,62.3073,26.1984,26.1497,69.7491,-2.3289,1.4229,10,13.2373,11.6601,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:54:25,Dico paca lentamente,max_TD,61.3806,24.4198,24.1795,71.3485,-3.6335,2.3575,10,13.2113,10.8946,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:55:46,Dico paca lentamente,max_TD,63.0153,22.3103,22.357,70.4399,-3.9425,2.5101,10,13.2474,11.9578,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:47:37,Dico pata lentamente,max_TT,65.2863,16.5138,16.4833,62.9114,17.6554,16.6292,11,11.2687,12.1459,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:48:39,Dico paca lentamente,max_TD,64.4272,23.9906,23.8247,69.8976,-3.1757,2.0447,11,11.2745,13.7455,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:49:56,Dico pata lentamente,max_TT,65.2082,21.6408,21.6217,62.9914,5.3892,4.2114,11,11.2689,12.2074,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:50:18,Dico paca lentamente,max_TD,64.3374,23.6435,23.386,70.5446,-2.9087,1.5125,11,11.2763,14.2331,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:51:37,Dico paca lentamente,max_TD,63.6524,24.9634,24.3654,70.9771,-2.7447,1.6422,11,11.2716,12.956,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:53:04,Dico paca lentamente,max_TD,62.3073,26.1984,26.1497,69.7491,-2.3289,1.4229,11,11.2733,13.4169,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:54:25,Dico paca lentamente,max_TD,61.3806,24.4198,24.1795,71.3485,-3.6335,2.3575,11,11.27,12.5059,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:55:46,Dico paca lentamente,max_TD,63.0153,22.3103,22.357,70.4399,-3.9425,2.5101,11,11.2719,13.0222,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:47:37,Dico pata lentamente,max_TT,65.2863,16.5138,16.4833,62.9114,17.6554,16.6292,12,9.2828,12.2139,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:48:39,Dico paca lentamente,max_TD,64.4272,23.9906,23.8247,69.8976,-3.1757,2.0447,12,9.2116,14.8834,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:49:56,Dico pata lentamente,max_TT,65.2082,21.6408,21.6217,62.9914,5.3892,4.2114,12,9.2834,12.1881,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:50:18,Dico paca lentamente,max_TD,64.3374,23.6435,23.386,70.5446,-2.9087,1.5125,12,9.1991,15.352,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:51:37,Dico paca lentamente,max_TD,63.6524,24.9634,24.3654,70.9771,-2.7447,1.6422,12,9.2341,14.0404,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:53:04,Dico paca lentamente,max_TD,62.3073,26.1984,26.1497,69.7491,-2.3289,1.4229,12,9.2057,15.1075,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:54:25,Dico paca lentamente,max_TD,61.3806,24.4198,24.1795,71.3485,-3.6335,2.3575,12,9.2379,13.8954,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:55:46,Dico paca lentamente,max_TD,63.0153,22.3103,22.357,70.4399,-3.9425,2.5101,12,9.2301,14.1915,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:47:37,Dico pata lentamente,max_TT,65.2863,16.5138,16.4833,62.9114,17.6554,16.6292,13,7.2928,12.2125,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:48:39,Dico paca lentamente,max_TD,64.4272,23.9906,23.8247,69.8976,-3.1757,2.0447,13,7.0845,15.8648,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:49:56,Dico pata lentamente,max_TT,65.2082,21.6408,21.6217,62.9914,5.3892,4.2114,13,7.3036,12.0231,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:50:18,Dico paca lentamente,max_TD,64.3374,23.6435,23.386,70.5446,-2.9087,1.5125,13,7.0493,16.4834,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:51:37,Dico paca lentamente,max_TD,63.6524,24.9634,24.3654,70.9771,-2.7447,1.6422,13,7.124,15.1731,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:53:04,Dico paca lentamente,max_TD,62.3073,26.1984,26.1497,69.7491,-2.3289,1.4229,13,7.0297,16.8256,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:54:25,Dico paca lentamente,max_TD,61.3806,24.4198,24.1795,71.3485,-3.6335,2.3575,13,7.119,15.2601,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:55:46,Dico paca lentamente,max_TD,63.0153,22.3103,22.357,70.4399,-3.9425,2.5101,13,7.1191,15.259,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:47:37,Dico pata lentamente,max_TT,65.2863,16.5138,16.4833,62.9114,17.6554,16.6292,14,5.3064,12.0934,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:48:39,Dico paca lentamente,max_TD,64.4272,23.9906,23.8247,69.8976,-3.1757,2.0447,14,4.8927,16.8198,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:49:56,Dico pata lentamente,max_TT,65.2082,21.6408,21.6217,62.9914,5.3892,4.2114,14,5.3379,11.7334,pata,italian,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
it05,0,11/06/2017 16:50:18,Dico paca lentamente,max_TD,64.3374,23.6435,23.386,70.5446,-2.9087,1.5125,14,4.8408,17.4135,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:51:37,Dico paca lentamente,max_TD,63.6524,24.9634,24.3654,70.9771,-2.7447,1.6422,14,4.9541,16.119,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:53:04,Dico paca lentamente,max_TD,62.3073,26.1984,26.1497,69.7491,-2.3289,1.4229,14,4.8001,17.8782,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:54:25,Dico paca lentamente,max_TD,61.3806,24.4198,24.1795,71.3485,-3.6335,2.3575,14,4.9268,16.4306,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
it05,0,11/06/2017 16:55:46,Dico paca lentamente,max_TD,63.0153,22.3103,22.357,70.4399,-3.9425,2.5101,14,4.9434,16.2403,paca,italian,3,paka,p,voiceless,a,central,low,k,voiceless,velar
